"filename", "language", "TypeScript", "Handlebars", "comment", "blank", "total"
"/home/generalegg/Project-P/blog-be/src/modules/mail/mail.service.ts", "TypeScript", 88, 0, 5, 14, 107
"/home/generalegg/Project-P/blog-be/src/modules/mail/templates/new-device.hbs", "Handlebars", 0, 108, 0, 9, 117
"/home/generalegg/Project-P/blog-be/src/modules/mail/templates/reset-password.hbs", "Handlebars", 0, 134, 0, 12, 146
"/home/generalegg/Project-P/blog-be/src/modules/permissions/decorators/permissions.decorator.ts", "TypeScript", 4, 0, 4, 3, 11
"/home/generalegg/Project-P/blog-be/src/modules/permissions/dto/create-permission.dto.ts", "TypeScript", 28, 0, 0, 3, 31
"/home/generalegg/Project-P/blog-be/src/modules/permissions/dto/update-permission.dto.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/permissions/entities/permission.entity.ts", "TypeScript", 23, 0, 1, 7, 31
"/home/generalegg/Project-P/blog-be/src/modules/permissions/guards/permissions.guard.ts", "TypeScript", 43, 0, 2, 11, 56
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.controller.ts", "TypeScript", 69, 0, 0, 8, 77
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.module.ts", "TypeScript", 12, 0, 0, 2, 14
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.service.ts", "TypeScript", 101, 0, 42, 21, 164
"/home/generalegg/Project-P/blog-be/src/modules/roles/decorators/roles.decorator.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/roles/dto/create-role.dto.ts", "TypeScript", 29, 0, 0, 3, 32
"/home/generalegg/Project-P/blog-be/src/modules/roles/dto/update-role.dto.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/roles/entities/role.entity.ts", "TypeScript", 32, 0, 2, 8, 42
"/home/generalegg/Project-P/blog-be/src/modules/roles/guards/roles.guard.ts", "TypeScript", 38, 0, 3, 10, 51
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.controller.ts", "TypeScript", 66, 0, 0, 8, 74
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.module.ts", "TypeScript", 13, 0, 0, 2, 15
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.service.ts", "TypeScript", 128, 0, 47, 25, 200
"/home/generalegg/Project-P/blog-be/src/modules/users/dto/create-user.dto.ts", "TypeScript", 41, 0, 0, 6, 47
"/home/generalegg/Project-P/blog-be/src/modules/users/dto/update-user.dto.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/users/entities/user.entity.ts", "TypeScript", 5, 0, 2, 2, 9
"/home/generalegg/Project-P/blog-be/src/modules/users/users-cleanup.cron.ts", "TypeScript", 30, 0, 6, 7, 43
"/home/generalegg/Project-P/blog-be/src/modules/users/users.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/users/users.controller.ts", "TypeScript", 84, 0, 0, 8, 92
"/home/generalegg/Project-P/blog-be/src/modules/users/users.module.ts", "TypeScript", 12, 0, 0, 2, 14
"/home/generalegg/Project-P/blog-be/src/modules/users/users.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/users/users.service.ts", "TypeScript", 160, 0, 46, 31, 237
"/home/generalegg/Project-P/blog-be/src/utils/access-control.util.ts", "TypeScript", 33, 0, 11, 11, 55
"/home/generalegg/Project-P/blog-be/src/utils/auth-decorator.util.ts", "TypeScript", 50, 0, 29, 7, 86
"/home/generalegg/Project-P/blog-be/src/utils/error.util.ts", "TypeScript", 18, 0, 7, 6, 31
"/home/generalegg/Project-P/blog-be/src/utils/sanitize.util.ts", "TypeScript", 53, 0, 51, 12, 116
"/home/generalegg/Project-P/blog-be/src/utils/url-format.util.ts", "TypeScript", 0, 0, 0, 1, 1
"Total", "-", 3056, 242, 497, 614, 4409
